Location,SampleDate,SampleYear,SampleMonth,Period,Recorder,Transect,Substrate,Height,Notes,,,
Coculus Rock,10/19/2021,2021,10,Annual,Shaun Kadison,6,HALI,2.0,,,,
Coculus Rock,10/19/2021,2021,10,Annual,Shaun Kadison,6,RAMI,1.0,,,,
Coculus Rock,10/19/2021,2021,10,Annual,Shaun Kadison,6,RAMI,1.0,,,,
Coculus Rock,10/19/2021,2021,10,Annual,Shaun Kadison,6,SARG,7.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,CALG,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,2.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,3.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,3.2,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,3.8,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,1.2,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,2.7,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,0.6,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,0.6,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,2.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,0.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,2.8,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,2.7,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,DICT,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,FLCY,0.4,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,HALI,2.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,MACA,4.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,PEY,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,1,PEY,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,DICT,2.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,DICT,1.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,DICT,0.8,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,DICT,4.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,DICT,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,DICT,1.1,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,FIL,0.2,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,FIL,0.1,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,FILSED,0.1,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,HALI,2.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,2,UDO,7.8,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,2,DICT,4.2,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,2,DICT,1.7,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,2,MACA,4.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,CALG,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,CALG,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,DICT,0.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,DICT,0.9,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,DICT,1.1,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,DICT,0.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,DICT,3.7,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,DICT,0.6,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,DICT,2.1,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,DICT,0.6,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,HALI,1.7,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,HALI,2.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,HALI,3.7,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,3,HALI,4.1,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,4,CALG,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,4,DICT,2.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,4,DICT,2.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,4,DICT,2.7,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,4,HALI,1.7,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,4,RAMI,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Sonora Meiling,4,RAMI,1.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,DICT,2.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,DICT,2.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,DICT,2.2,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,DICT,1.8,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,DICT,1.2,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,DICT,2.6,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,FILSED,0.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,FILSED,2.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,FILSED,0.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,5,HALI,2.6,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,DICT,2.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,DICT,3.1,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,DICT,0.5,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,DICT,5.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,DICT,1.8,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,FIL,2.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,FILSED,0.3,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,FILSED,0.6,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,FILSED,0.6,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,HALI,2.0,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,HALI,3.2,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,HALI,5.7,,,,
Fish Bay,10/19/2021,2021,10,Annual,Rosmin Ennis,6,MACA,2.5,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,1.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,5.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,1.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,4.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,2,HALI,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,3.7,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,2.2,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FIL,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FIL,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FIL,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,1.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,1.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,4.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,1.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,4,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,4.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,4.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,FIL,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,FIL,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,CYAN,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,5.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,2.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,3.0,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,FIL,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,FILSED,,,,,
Black Point,10/22/2021,2021,10,Annual,Erin Hollander,6,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,2.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,2.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,6.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,6.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FIL,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FIL,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,1,HALI,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,CALG,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,4.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,5.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,9.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,5.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,2,HALI,6.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,CALG,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,2.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,4.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,6.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,4.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,5.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,DICT,2.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,FIL,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,3,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,9.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,2.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,2.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,9.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,8.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,DICT,7.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,HALI,5.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,HALI,6.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,HALI,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,4,HALI,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,2.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,DICT,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FIL,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FIL,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FIL,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,5,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,CALG,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,CALG,1.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,CYAN,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,2.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,4.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,4.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,DICT,3.0,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,FIL,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,FIL,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,FILSED,,,,,
Brewers Bay,10/22/2021,2021,10,Annual,Erin Hollander,6,FILSED,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,CALG,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,CYAN,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,2.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,5.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,6.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,9.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,2.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,12.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,DICT,3.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,FILSED,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,1,LOBO,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,2,CYAN,,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,3.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,3.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,4.0,,,,
Flat Cay,10/22/2021,2021,10,Annual,Erin Hollander,2,DICT,5.0,,,,
